"doy","level"
320,3.26622176426599
321,3.2793345128554
322,3.29244726144482
323,3.30556001003424
324,3.31867275862365
325,3.33178550721307
326,3.34489825580248
327,3.3580110043919
328,3.37112375298131
329,3.38423650157073
330,3.39734925016014
331,3.41046199874956
332,3.42357474733898
333,3.43668749592839
334,3.44980024451781
335,3.46291299310722
336,3.47602574169664
337,3.48913849028605
338,3.50225123887547
339,3.51536398746488
340,3.5284767360543
341,3.54158948464371
342,3.55470223323313
343,3.56781498182254
344,3.58092773041196
345,3.59404047900138
346,3.60715322759079
347,3.62026597618021
348,3.63337872476962
349,3.64649147335904
350,3.65960422194845
351,3.67271697053787
352,3.68582971912728
353,3.6989424677167
354,3.71205521630611
355,3.72516796489553
356,3.73828071348495
357,3.75139346207436
358,3.76450621066378
359,3.77761895925319
360,3.79073170784261
361,3.80384445643202
362,3.81695720502144
363,3.83006995361085
364,3.84318270220027
365,3.85629545078968
